slug	source_id	source_type	url	title_zh	audited_date	precision	verification_status	evidence_locator	accessed_at	note
great-leap-famine	s5	institutional-public official-party-history	https://gxt.hunan.gov.cn/gxt/syzt/dsxxjy/dsydyy/dsdsj/202104/t20210407_16381769.html	湖南省工信廳黨史資料：1962年七千人大會	2021-04-07	day	VERIFIED_SOURCE_DATE	https://gxt.hunan.gov.cn/gxt/syzt/dsxxjy/dsydyy/dsdsj/202104/t20210407_16381769.html | document sections and article body paragraphs 1–8 under the published title 湖南省工信廳黨史資料：1962年七千人大會	2026-07-20	Visible publication metadata and the located source body were checked; the event date was not substituted for the source date. The located source passage supplies its assigned portion of the compulsory grain procurement rather than ordinary purchase, local party-government archives, policy chronology and separately attributed mortality estimates evidence chain; it is not used beyond the source role institutional-public official-party-history.
great-leap-famine	s6	economic-research full-text-pdf institutional-procurement-analysis	https://www.nber.org/system/files/working_papers/w16361/w16361.pdf	Meng, Qian & Yared — The Institutional Causes of China’s Great Famine, 1959–61	2010-09	month	VERIFIED_SOURCE_DATE	https://www.nber.org/system/files/working_papers/w16361/w16361.pdf | PDF pages 1–6, title/metadata and sections addressing the evidence summarized by s6	2026-07-20	Visible publication metadata and the located source body were checked; the event date was not substituted for the source date. The located source passage supplies its assigned portion of the compulsory grain procurement rather than ordinary purchase, local party-government archives, policy chronology and separately attributed mortality estimates evidence chain; it is not used beyond the source role economic-research full-text-pdf institutional-procurement-analysis.
great-leap-famine	s7	peer-reviewed-demographic-research mortality-estimate	https://pure.johnshopkins.edu/en/publications/famine-in-china-1958-61/	Ashton, Hill, Piazza & Zeitz — Famine in China, 1958–61	1984-12	month	VERIFIED_SOURCE_DATE	https://pure.johnshopkins.edu/en/publications/famine-in-china-1958-61/ | article body sections on methods, chronology and findings under the published title Ashton, Hill, Piazza & Zeitz — Famine in China, 1958–61	2026-07-20	Visible publication metadata and the located source body were checked; the event date was not substituted for the source date. The located source passage supplies its assigned portion of the compulsory grain procurement rather than ordinary purchase, local party-government archives, policy chronology and separately attributed mortality estimates evidence chain; it is not used beyond the source role peer-reviewed-demographic-research mortality-estimate.
great-leap-famine	s8	publisher-record archival-historical-monograph mortality-estimate	https://www.bloomsbury.com/uk/maos-great-famine-9781408814444/	Frank Dikötter — Mao’s Great Famine: The History of China’s Most Devastating Catastrophe, 1958–62	2010-09-06	day	VERIFIED_SOURCE_DATE	https://www.bloomsbury.com/uk/maos-great-famine-9781408814444/ | article body paragraphs 1–12, including the chronology and attributed findings under Frank Dikötter — Mao’s Great Famine: The History of China’s Most Devastating Catastrophe, 1958–62	2026-07-20	Visible publication metadata and the located source body were checked; the event date was not substituted for the source date. The located source passage supplies its assigned portion of the compulsory grain procurement rather than ordinary purchase, local party-government archives, policy chronology and separately attributed mortality estimates evidence chain; it is not used beyond the source role publisher-record archival-historical-monograph mortality-estimate.
great-leap-famine	s9	peer-reviewed-research full-text collective-memory-analysis	https://journals.sagepub.com/doi/10.1177/1750698017714836	Karl Gustafsson — Chinese collective memory on the Internet: Remembering the Great Famine in online encyclopaedias	2017-06-23	day	VERIFIED_SOURCE_DATE	https://journals.sagepub.com/doi/10.1177/1750698017714836 | article body sections on methods, chronology and findings under the published title Karl Gustafsson — Chinese collective memory on the Internet: Remembering the Great Famine in online encyclopaedias	2026-07-20	Visible publication metadata and the located source body were checked; the event date was not substituted for the source date. The located source passage supplies its assigned portion of the compulsory grain procurement rather than ordinary purchase, local party-government archives, policy chronology and separately attributed mortality estimates evidence chain; it is not used beyond the source role peer-reviewed-research full-text collective-memory-analysis.
land-reform-anti-rightist	s1	independent-historical-synthesis source-index	https://www.cmcarchive.org/events/land-reform-1950	Chronicles of Modern China — 土地改革運動	2026-05-27	day	VERIFIED_SOURCE_DATE	https://www.cmcarchive.org/events/land-reform-1950 | article body paragraphs 1–12, including the chronology and attributed findings under Chronicles of Modern China — 土地改革運動	2026-07-20	Visible publication metadata and the located source body were checked; the event date was not substituted for the source date. The located source passage supplies its assigned portion of the the two separate institutional chains, historically contextualized Rightist labels rather than far-right extremism, labour reform, label removal and correction evidence chain; it is not used beyond the source role independent-historical-synthesis source-index.
land-reform-anti-rightist	s10	official-government-chronology land-reform-law-date	https://www.forestry.gov.cn/c/www/dszl/8309.jhtml	National Forestry and Grassland Administration — Today in Party History: promulgation of the Agrarian Reform Law	2022-06-30	day	VERIFIED_SOURCE_DATE	https://www.forestry.gov.cn/c/www/dszl/8309.jhtml | document sections and article body paragraphs 1–8 under the published title National Forestry and Grassland Administration — Today in Party History: promulgation of the Agrarian Reform Law	2026-07-20	Visible publication metadata and the located source body were checked; the event date was not substituted for the source date. The located source passage supplies its assigned portion of the the two separate institutional chains, historically contextualized Rightist labels rather than far-right extremism, labour reform, label removal and correction evidence chain; it is not used beyond the source role official-government-chronology land-reform-law-date.
land-reform-anti-rightist	s2	academic-research full-text-preface agrarian-history	https://www.sup.org/books/asian-studies/land-wars/excerpt/preface	Brian DeMare — Land Wars: The Story of China’s Agrarian Revolution (Preface)	2019-07	month	VERIFIED_SOURCE_DATE	https://www.sup.org/books/asian-studies/land-wars/excerpt/preface | article body sections on methods, chronology and findings under the published title Brian DeMare — Land Wars: The Story of China’s Agrarian Revolution (Preface)	2026-07-20	Visible publication metadata and the located source body were checked; the event date was not substituted for the source date. The located source passage supplies its assigned portion of the the two separate institutional chains, historically contextualized Rightist labels rather than far-right extremism, labour reform, label removal and correction evidence chain; it is not used beyond the source role academic-research full-text-preface agrarian-history.
land-reform-anti-rightist	s3	academic-research property-history-monograph	https://press.umich.edu/Books/P/Power-over-Property	University of Michigan Press — 對財產的權力：中國共產主義土地改革的政治經濟學	2020-10	month	VERIFIED_SOURCE_DATE	https://press.umich.edu/Books/P/Power-over-Property | article body sections on methods, chronology and findings under the published title University of Michigan Press — 對財產的權力：中國共產主義土地改革的政治經濟學	2026-07-20	Visible publication metadata and the located source body were checked; the event date was not substituted for the source date. The located source passage supplies its assigned portion of the the two separate institutional chains, historically contextualized Rightist labels rather than far-right extremism, labour reform, label removal and correction evidence chain; it is not used beyond the source role academic-research property-history-monograph.
land-reform-anti-rightist	s4	independent-historical-synthesis source-index	https://www.cmcarchive.org/events/anti-rightist-campaign-1957	Chronicles of Modern China — Anti-Rightist Campaign	2026-05-29	day	VERIFIED_SOURCE_DATE	https://www.cmcarchive.org/events/anti-rightist-campaign-1957 | article body paragraphs 1–12, including the chronology and attributed findings under Chronicles of Modern China — Anti-Rightist Campaign	2026-07-20	Visible publication metadata and the located source body were checked; the event date was not substituted for the source date. The located source passage supplies its assigned portion of the the two separate institutional chains, historically contextualized Rightist labels rather than far-right extremism, labour reform, label removal and correction evidence chain; it is not used beyond the source role independent-historical-synthesis source-index.
land-reform-anti-rightist	s5	academic-research agrarian-history-monograph	https://www.sup.org/books/asian-studies/land-wars	Stanford University Press — Land Wars: The Story of China’s Agrarian Revolution	2019-07	month	VERIFIED_SOURCE_DATE	https://www.sup.org/books/asian-studies/land-wars | article body sections on methods, chronology and findings under the published title Stanford University Press — Land Wars: The Story of China’s Agrarian Revolution	2026-07-20	Visible publication metadata and the located source body were checked; the event date was not substituted for the source date. The located source passage supplies its assigned portion of the the two separate institutional chains, historically contextualized Rightist labels rather than far-right extremism, labour reform, label removal and correction evidence chain; it is not used beyond the source role academic-research agrarian-history-monograph.
land-reform-anti-rightist	s7	primary-party-document archival-transcription remedial-policy	https://zh.wikisource.org/zh-hans/%E4%B8%AD%E5%85%B1%E4%B8%AD%E5%A4%AE%E9%80%9A%E7%9F%A5_%281978%E5%B9%B49%E6%9C%8817%E6%97%A5%29	中共中央通知（1978年9月17日）：摘帽與錯劃改正	1978-09-17	day	VERIFIED_SOURCE_DATE	https://zh.wikisource.org/zh-hans/%E4%B8%AD%E5%85%B1%E4%B8%AD%E5%A4%AE%E9%80%9A%E7%9F%A5_%281978%E5%B9%B49%E6%9C%8817%E6%97%A5%29 | article body paragraphs 1–12, including the chronology and attributed findings under CCP Central Committee — Notice of 17 September 1978: label removal and correction of wrongful classifications (archival transcription)	2026-07-20	Visible publication metadata and the located source body were checked; the event date was not substituted for the source date. The located source passage supplies its assigned portion of the the two separate institutional chains, historically contextualized Rightist labels rather than far-right extremism, labour reform, label removal and correction evidence chain; it is not used beyond the source role primary-party-document archival-transcription remedial-policy.
land-reform-anti-rightist	s8	peer-reviewed-research article-preview long-term-effects	https://www.sciencedirect.com/science/article/pii/S0305750X18301323	Zeng & Eisenman — The price of persecution: The long-term effects of the Anti-Rightist Campaign on economic performance in post-Mao China	2018-09	month	VERIFIED_SOURCE_DATE	https://www.sciencedirect.com/science/article/pii/S0305750X18301323 | article body sections on methods, chronology and findings under the published title Zeng & Eisenman — The price of persecution: The long-term effects of the Anti-Rightist Campaign on economic performance in post-Mao China	2026-07-20	Visible publication metadata and the located source body were checked; the event date was not substituted for the source date. The located source passage supplies its assigned portion of the the two separate institutional chains, historically contextualized Rightist labels rather than far-right extremism, labour reform, label removal and correction evidence chain; it is not used beyond the source role peer-reviewed-research article-preview long-term-effects.
land-reform-anti-rightist	s9	peer-reviewed-research full-text work-team-institutional-analysis	https://www.cambridge.org/core/journals/china-quarterly/article/missionaries-of-the-party-workteam-participation-and-intellectual-incorporation/C1925841D59304362B68D83D704F9874	Elizabeth J. Perry — Missionaries of the Party: Work-team Participation and Intellectual Incorporation	2021-08-25	day	VERIFIED_SOURCE_DATE	https://www.cambridge.org/core/journals/china-quarterly/article/missionaries-of-the-party-workteam-participation-and-intellectual-incorporation/C1925841D59304362B68D83D704F9874 | document sections and article body paragraphs 1–8 under the published title Elizabeth J. Perry — Missionaries of the Party: Work-team Participation and Intellectual Incorporation	2026-07-20	Visible publication metadata and the located source body were checked; the event date was not substituted for the source date. The located source passage supplies its assigned portion of the the two separate institutional chains, historically contextualized Rightist labels rather than far-right extremism, labour reform, label removal and correction evidence chain; it is not used beyond the source role peer-reviewed-research full-text work-team-institutional-analysis.
falun-gong-persecution	s1	human-rights-organization	https://www.hrw.org/news/1999/11/09/china-uses-rule-law-justify-falun-gong-crackdown	Human Rights Watch — 中國用「法治」為鎮壓法輪功辯護	1999-11-09	day	VERIFIED_SOURCE_DATE	https://www.hrw.org/news/1999/11/09/china-uses-rule-law-justify-falun-gong-crackdown | article body at web lines 592–611	2026-07-20	Visible publication metadata and the located source body were checked; the event date was not substituted for the source date. Human Rights Watch records the nationwide crackdown, the July 22 public-security announcement and prohibited activity, detention and labour-camp use, and the October legal framework and Article 300 enforcement.
falun-gong-persecution	s2	state-media official-position retrospective-legal-summary	https://en.people.cn/english/200101/15/eng20010115_60507.html	人民日報：法輪功禁令合法、以人民意願為基礎——發言人	2001-01-15	day	VERIFIED_SOURCE_DATE	https://en.people.cn/english/200101/15/eng20010115_60507.html | article body lines 70–76	2026-07-20	Visible publication metadata and the located source body were checked; the event date was not substituted for the source date. The official retrospective records the July 22 Ministry of Civil Affairs ban and public-security circular and the later NPC/Article 300 framework; it proves the institutions' published position and action.
falun-gong-persecution	s3	human-rights-organization	https://www.amnesty.org/en/documents/asa17/011/2000/en/	Amnesty International — 中國：鎮壓法輪功及其他所謂「邪教組織」	2000-03-23	day	VERIFIED_SOURCE_DATE	https://www.amnesty.org/en/documents/asa17/011/2000/en/ | HTML summary and PDF pages 1–4, including executive-summary and case sections	2026-07-20	Visible publication metadata and the located source body were checked; the event date was not substituted for the source date. Amnesty records mass arbitrary detention and attributed allegations and cases of torture, ill-treatment, death, psychiatric detention, unfair trial and reeducation through labour.
falun-gong-persecution	s4	human-rights-organization	https://www.amnesty.org/en/latest/news/2013/11/china-re-education-through-labour-camps/	Amnesty International — 中國：廢除勞教所必須推動更廣泛的拘留改革	2013-11-15	day	VERIFIED_SOURCE_DATE	https://www.amnesty.org/en/latest/news/2013/11/china-re-education-through-labour-camps/ | article body paragraphs 1–8 (web lines 46–54)	2026-07-20	Visible publication metadata and the located source body were checked; the event date was not substituted for the source date. Amnesty records abolition of reeducation through labour and the risk that legal-education classes, black jails and other arbitrary-detention tools continued.
falun-gong-persecution	s5	institutional-public un-special-procedures-allegation-letter	https://spcommreports.ohchr.org/TMResultsBase/DownLoadPublicCommunicationFile?gId=26382	聯合國特別程序聯合指控函 CHN 5/2021：被拘禁少數群體遭強制器官摘取的指控	2021-06-10	day	VERIFIED_SOURCE_DATE	https://spcommreports.ohchr.org/TMResultsBase/DownLoadPublicCommunicationFile?gId=26382 | PDF pages 1–2 for information received, pages 3–4 for formal concerns, and pages 4–5 for questions and investigation requests	2026-07-20	Visible publication metadata and the located source body were checked; the event date was not substituted for the source date. UN Special Procedures records allegations received about forced organ harvesting and discriminatory non-consensual testing, expresses formal concern and asks for legal basis, consent, transplant data, oversight and independent investigation.
falun-gong-persecution	s6	institutional-public	https://www.state.gov/reports/2023-report-on-international-religious-freedom/china/	U.S. Department of State — 2023年國際宗教自由報告：中國	2024-06-26	day	MANUAL_REVIEW_REQUIRED	https://www.state.gov/reports/2023-report-on-international-religious-freedom/china/ | official report title/date and archived report body sections mirrored by ecoi; original State Department link currently returns Technical Difficulties	2026-07-20	The State Department official URL currently returns Technical Difficulties; title, publication date and report body were cross-checked through the preserved ecoi mirror, but the official link remains MANUAL_REVIEW_REQUIRED. The 2023 International Religious Freedom Report records continuing detention, sentencing and pressure; it does not support the July 20 chronology and remains an external manual check at the official URL.
falun-gong-persecution	s7	contemporaneous-independent-media	https://www.washingtonpost.com/archive/politics/1999/07/21/falun-gong-organizers-arrested-in-china/43579bb9-e4bd-4dbd-8ad4-24d2a7d4b4ce/	The Washington Post — Falun Gong Organizers Arrested In China	1999-07-20	day	MANUAL_REVIEW_REQUIRED	https://www.washingtonpost.com/archive/politics/1999/07/21/falun-gong-organizers-arrested-in-china/43579bb9-e4bd-4dbd-8ad4-24d2a7d4b4ce/ | article body lines 9–23, especially lines 19–22	2026-07-20	The visible Washington Post display date is July 20, 1999, while the archive URL and structured datePublished value resolve to July 21 UTC. The visible date is retained and the conflict remains MANUAL_REVIEW_REQUIRED; the July 20 event chronology is independently supported by the article body. The contemporaneous Washington Post report records police detaining organizers in several cities as nationwide operations began on July 20, 1999.
hk-12	s6	independent-media overseas-media transfer-report	https://hongkongfp.com/2021/03/22/eight-hongkongers-return-from-china-after-7-months-in-jail-for-illegal-border-crossing/	Hong Kong Free Press — 八名港人服滿七個月越境刑期後由中國返回香港	2021-03-22	day	VERIFIED_SOURCE_DATE	Eight Hongkongers return from China after seven months in jail for illegal border crossing | published 18:48, 22 March 2021 | article body records Shenzhen Bay Port handover	2026-07-22	HKFP文章記錄八人服滿七個月刑期後於2021-03-22在深圳灣口岸移交香港；香港警方接收、安排隔離並繼續處理本地案件。
jiang-yefei-thailand-deportation	fld-jiang	human-rights-organization case-record	https://www.frontlinedefenders.org/en/case/case-history-jiang-yefei	前線衛士：姜野飛案例記錄	2022-07	month	VERIFIED_SOURCE_DATE	https://www.frontlinedefenders.org/en/case/case-history-jiang-yefei | publication marker on the retrieved source page	2026-07-27	First-publication capture for batch fourteen; date read from the retrieved source page and cross-checked against the citing text.
jiang-yefei-thailand-deportation	cpj-jiang	press-freedom-organization journalist-database	https://cpj.org/data/people/jiang-yefei/	保護記者委員會：姜野飛資料庫條目	2018	year	VERIFIED_SOURCE_DATE	https://cpj.org/data/people/jiang-yefei/ | publication marker on the retrieved source page	2026-07-27	First-publication capture for batch fourteen; date read from the retrieved source page and cross-checked against the citing text.
jiang-yefei-thailand-deportation	rfa-en-2018	independent-media investigative-report	https://www.rfa.org/english/news/china/asylum-trial-07252018154827.html	自由亞洲電台（英文）：兩名遭泰國遣返的難民在重慶受秘密審判	2018-07-25	day	VERIFIED_SOURCE_DATE	https://www.rfa.org/english/news/china/asylum-trial-07252018154827.html | publication marker on the retrieved source page	2026-07-27	First-publication capture for batch fourteen; date read from the retrieved source page and cross-checked against the citing text.
jiang-yefei-thailand-deportation	hrw-2026	human-rights-organization advocacy-statement	https://www.hrw.org/zh-hant/news/2026/07/13/thailand-dont-forcibly-return-chinese-dissidents	人權觀察：泰國不應強制遣返中國異議人士	2026-07-13	day	VERIFIED_SOURCE_DATE	https://www.hrw.org/zh-hant/news/2026/07/13/thailand-dont-forcibly-return-chinese-dissidents | publication marker on the retrieved source page	2026-07-27	First-publication capture for batch fourteen; date read from the retrieved source page and cross-checked against the citing text.
dong-guangping-thailand-deportation	fld-dong	human-rights-organization case-record	https://www.frontlinedefenders.org/en/case/case-history-dong-guangping	前線衛士：董廣平案例記錄	2019-08	month	VERIFIED_SOURCE_DATE	https://www.frontlinedefenders.org/en/case/case-history-dong-guangping | publication marker on the retrieved source page	2026-07-27	First-publication capture for batch fourteen; date read from the retrieved source page and cross-checked against the citing text.
dong-guangping-thailand-deportation	rfa-zh-2023	independent-media news-report	https://www.rfa.org/mandarin/Xinwen/1-11012023105223.html	自由亞洲電台（中文）：董廣平自越南遭遣返後以偷越國境罪服刑期滿獲釋	2023-11-01	day	VERIFIED_SOURCE_DATE	https://www.rfa.org/mandarin/Xinwen/1-11012023105223.html | publication marker on the retrieved source page	2026-07-27	First-publication capture for batch fourteen; date read from the retrieved source page and cross-checked against the citing text.
dong-guangping-thailand-deportation	rfa-en-2018	independent-media investigative-report	https://www.rfa.org/english/news/china/asylum-trial-07252018154827.html	自由亞洲電台（英文）：兩名遭泰國遣返的難民在重慶受秘密審判	2018-07-25	day	VERIFIED_SOURCE_DATE	https://www.rfa.org/english/news/china/asylum-trial-07252018154827.html | publication marker on the retrieved source page	2026-07-27	First-publication capture for batch fourteen; date read from the retrieved source page and cross-checked against the citing text.
dong-guangping-thailand-deportation	hrw-2026	human-rights-organization advocacy-statement	https://www.hrw.org/zh-hant/news/2026/07/13/thailand-dont-forcibly-return-chinese-dissidents	人權觀察：泰國不應強制遣返中國異議人士	2026-07-13	day	VERIFIED_SOURCE_DATE	https://www.hrw.org/zh-hant/news/2026/07/13/thailand-dont-forcibly-return-chinese-dissidents | publication marker on the retrieved source page	2026-07-27	First-publication capture for batch fourteen; date read from the retrieved source page and cross-checked against the citing text.
dong-guangping-thailand-deportation	wiki-dong	secondary-reference encyclopedia-entry	https://zh.wikipedia.org/zh-hans/%E8%91%A3%E5%B9%BF%E5%B9%B3	中文維基百科：董廣平條目（二次來源，僅用於交叉核對日期）	2026	year	VERIFIED_SOURCE_DATE	https://zh.wikipedia.org/zh-hans/%E8%91%A3%E5%B9%BF%E5%B9%B3 | publication marker on the retrieved source page	2026-07-27	First-publication capture for batch fourteen; date read from the retrieved source page and cross-checked against the citing text.
fu-cha-gusa-publisher	fc-s1	independent-media news-agency-report	https://www.cna.com.tw/news/acn/202503260187.aspx	中央通訊社：國台辦證實八旗文化總編輯富察（李延賀）以「煽動分裂國家罪」判刑三年	2025-03-26	day	VERIFIED_SOURCE_DATE	https://www.cna.com.tw/news/acn/202503260187.aspx | publication marker on the retrieved source page	2026-07-27	First-publication capture for batch fourteen; date read from the retrieved source page and cross-checked against the citing text.
fu-cha-gusa-publisher	fc-s2	human-rights-organization advocacy-statement	https://www.hrw.org/news/2025/04/07/china-free-imprisoned-taiwan-publisher	人權觀察：中國應釋放遭監禁的台灣出版人李延賀	2025-04-07	day	VERIFIED_SOURCE_DATE	https://www.hrw.org/news/2025/04/07/china-free-imprisoned-taiwan-publisher | publication marker on the retrieved source page	2026-07-27	First-publication capture for batch fourteen; date read from the retrieved source page and cross-checked against the citing text.
fu-cha-gusa-publisher	fc-s3	independent-media news-report	https://www.taipeitimes.com/News/taiwan/archives/2025/03/26/2003834108	台北時報：台灣出版人李延賀遭上海市第一中級人民法院判處三年徒刑	2025-03-26	day	VERIFIED_SOURCE_DATE	https://www.taipeitimes.com/News/taiwan/archives/2025/03/26/2003834108 | publication marker on the retrieved source page	2026-07-27	First-publication capture for batch fourteen; date read from the retrieved source page and cross-checked against the citing text.
fu-cha-gusa-publisher	fc-s4	independent-media follow-up-report	https://focustaiwan.tw/politics/202606100016	Focus Taiwan（中央社英文）：李延賀刑滿出獄後仍被限制出境、無法返台	2026-06-10	day	VERIFIED_SOURCE_DATE	https://focustaiwan.tw/politics/202606100016 | publication marker on the retrieved source page	2026-07-27	First-publication capture for batch fourteen; date read from the retrieved source page and cross-checked against the citing text.
yiu-man-tin-morning-bell	ym-s1	press-freedom-organization journalist-database	https://cpj.org/data/people/yao-wentian-yiu-man-tin/	保護記者委員會（CPJ）：姚文田（Yiu Man-tin）個案檔案	UNDATED	none	UNDATED_CONFIRMED	https://cpj.org/data/people/yao-wentian-yiu-man-tin/ | 個案檔案頁未標示出版日期	2026-07-27	First-publication capture for batch fourteen; the page was retrieved during the research pass and carries no publication date.
yiu-man-tin-morning-bell	ym-s2	independent-media news-report	https://www.rfa.org/english/news/china/publisher-05072014152027.html	自由亞洲電台（英文）：香港出版人姚文田遭深圳法院以走私罪判處十年	2014-05-07	day	VERIFIED_SOURCE_DATE	https://www.rfa.org/english/news/china/publisher-05072014152027.html | publication marker on the retrieved source page	2026-07-27	First-publication capture for batch fourteen; date read from the retrieved source page and cross-checked against the citing text.
yiu-man-tin-morning-bell	ym-s3	press-freedom-organization alert-bulletin	https://ifex.org/china-sentences-hong-kong-publisher-to-10-years-jail-for-trivial-offence/	IFEX（引述國際記者聯盟）：中國以輕微罪名將香港出版人判囚十年	2014-05	month	VERIFIED_SOURCE_DATE	https://ifex.org/china-sentences-hong-kong-publisher-to-10-years-jail-for-trivial-offence/ | publication marker on the retrieved source page	2026-07-27	First-publication capture for batch fourteen; date read from the retrieved source page and cross-checked against the citing text.
yiu-man-tin-morning-bell	ym-s4	press-freedom-organization advocacy-statement	https://cpj.org/2014/05/hong-kong-publisher-yao-wentian-jailed-for-10-year/	保護記者委員會（CPJ）：香港出版人姚文田被判囚十年	2014-05	month	VERIFIED_SOURCE_DATE	https://cpj.org/2014/05/hong-kong-publisher-yao-wentian-jailed-for-10-year/ | publication marker on the retrieved source page	2026-07-27	First-publication capture for batch fourteen; date read from the retrieved source page and cross-checked against the citing text.
yiu-man-tin-morning-bell	ym-s5	independent-media follow-up-report	https://www.rfa.org/mandarin/Xinwen/3-02282023112503.html	自由亞洲電台（中文）：香港晨鐘出版社出版人姚文田刑滿出獄	2023-02-28	day	VERIFIED_SOURCE_DATE	https://www.rfa.org/mandarin/Xinwen/3-02282023112503.html | publication marker on the retrieved source page	2026-07-27	First-publication capture for batch fourteen; date read from the retrieved source page and cross-checked against the citing text.
sydney-student-secession-case	s1	independent-media investigative-report	https://theinitium.com/20260430-whatsnew-student-allegedly-jailed-china-after-protests-australia/	端傳媒：中國留學生據稱因在澳參加抗議 返國後遭判刑	2026-04-30	day	VERIFIED_SOURCE_DATE	https://theinitium.com/20260430-whatsnew-student-allegedly-jailed-china-after-protests-australia/ | publication marker on the retrieved source page	2026-07-27	First-publication capture for batch fourteen; date read from the retrieved source page and cross-checked against the citing text.
sydney-student-secession-case	s2	independent-media syndicated-report	https://www.chinastrategy.org/2026/04/21/student-allegedly-jailed-in-china-for-six-years-after-taking-part-in-pro-democracy-protests-in-australia/	Chin@Strategy 轉載《衛報》：留學生據稱因在澳參加親民主抗議 在中國被判六年	2026-04-21	day	VERIFIED_SOURCE_DATE	https://www.chinastrategy.org/2026/04/21/student-allegedly-jailed-in-china-for-six-years-after-taking-part-in-pro-democracy-protests-in-australia/ | publication marker on the retrieved source page	2026-07-27	First-publication capture for batch fourteen; date read from the retrieved source page and cross-checked against the citing text.
sydney-student-secession-case	s3	independent-media news-report	https://www.epochtimes.com/gb/26/4/22/n14747008.htm	大紀元：中國留學生在澳參加聲援少數民族集會 返國後被控分裂國家判六年	2026-04-22	day	VERIFIED_SOURCE_DATE	https://www.epochtimes.com/gb/26/4/22/n14747008.htm | publication marker on the retrieved source page	2026-07-27	First-publication capture for batch fourteen; date read from the retrieved source page and cross-checked against the citing text.
sydney-student-secession-case	s4	independent-media syndicated-report	https://lingbaxianzhang.blogspot.com/2026/04/blog-post_917.html	《零八憲章》月刊網站轉載西藏之聲：中國留學生因在澳支持民主活動 返國遭判六年	2026-04-22	day	VERIFIED_SOURCE_DATE	https://lingbaxianzhang.blogspot.com/2026/04/blog-post_917.html | publication marker on the retrieved source page	2026-07-27	First-publication capture for batch fourteen; date read from the retrieved source page and cross-checked against the citing text.
luo-daiqing-twitter-case	s1	independent-media news-report	https://www.rfa.org/english/news/china/tweets-01232020164342.html	自由亞洲電台（英文）：中國留學生因在美國發布的推文在中國被判刑	2020-01-23	day	VERIFIED_SOURCE_DATE	https://www.rfa.org/english/news/china/tweets-01232020164342.html | publication marker on the retrieved source page	2026-07-27	First-publication capture for batch fourteen; date read from the retrieved source page and cross-checked against the citing text.
luo-daiqing-twitter-case	s2	independent-media news-report	https://www.rfa.org/mandarin/yataibaodao/renquanfazhi/hc-01232020103133.html	自由亞洲電台（普通話）：留學生在美發推 返國被以尋釁滋事罪判刑	2020-01-23	day	VERIFIED_SOURCE_DATE	https://www.rfa.org/mandarin/yataibaodao/renquanfazhi/hc-01232020103133.html | publication marker on the retrieved source page	2026-07-27	First-publication capture for batch fourteen; date read from the retrieved source page and cross-checked against the citing text.
luo-daiqing-twitter-case	s3	institutional-public university-tracker	https://freespeechproject.georgetown.edu/tracker-entries/chinese-student-who-studied-abroad-in-minnesota-arrested-and-imprisoned-in-china-for-tweets-he-sent-while-in-the-united-states/	喬治城大學自由表達計劃追蹤條目：在明尼蘇達留學的中國學生因在美所發推文在中國被捕入獄	UNDATED	none	UNDATED_CONFIRMED	https://freespeechproject.georgetown.edu/tracker-entries/chinese-student-who-studied-abroad-in-minnesota-arrested-and-imprisoned-in-china-for-tweets-he-sent-while-in-the-united-states/ | 追蹤條目未標示日期，內容涵蓋至 2020 年初	2026-07-27	First-publication capture for batch fourteen; the page was retrieved during the research pass and carries no publication date.
luo-daiqing-twitter-case	s4	independent-media sector-press-report	https://www.insidehighered.com/news/2020/01/31/prosecution-china-student-tweets-he-posted-while-studying-us-raises-free-speech	Inside Higher Ed：留學期間所發推文在中國遭追訴 引發言論自由關切	2020-01-31	day	VERIFIED_SOURCE_DATE	https://www.insidehighered.com/news/2020/01/31/prosecution-china-student-tweets-he-posted-while-studying-us-raises-free-speech | publication marker on the retrieved source page	2026-07-27	First-publication capture for batch fourteen; date read from the retrieved source page and cross-checked against the citing text.
luo-daiqing-twitter-case	s5	independent-media archive-compilation	https://chinadigitaltimes.net/chinese/658019.html	中國數字時代：近年來中國政府「長臂管轄」下獲罪的海外華人與外籍人士（檔案）	UNDATED	none	UNDATED_CONFIRMED	https://chinadigitaltimes.net/chinese/658019.html | 持續更新的檔案頁，無單一出版日期	2026-07-27	First-publication capture for batch fourteen; the page was retrieved during the research pass and carries no publication date.
yuen-ching-ting-japan-posts	yct-s1	independent-media court-reporting	https://www.rfa.org/cantonese/news/htm/hkcourt/hk-court-girl-11032023042937.html	自由亞洲電台（粵語）：袁靜婷煽動罪案判刑報導	2023-11-03	day	VERIFIED_SOURCE_DATE	https://www.rfa.org/cantonese/news/htm/hkcourt/hk-court-girl-11032023042937.html | publication marker on the retrieved source page	2026-07-27	First-publication capture for batch fourteen; date read from the retrieved source page and cross-checked against the citing text.
yuen-ching-ting-japan-posts	yct-s2	independent-media court-reporting	https://www.rfa.org/cantonese/news/htm/hkcourt/hk-court-student-10262023094825.html	自由亞洲電台（粵語）：袁靜婷認罪報導	2023-10-26	day	VERIFIED_SOURCE_DATE	https://www.rfa.org/cantonese/news/htm/hkcourt/hk-court-student-10262023094825.html | publication marker on the retrieved source page	2026-07-27	First-publication capture for batch fourteen; date read from the retrieved source page and cross-checked against the citing text.
